ID	CONCEPT	GLOSS	COGIDS	DOCULECT	SOURCE_ORIGINAL	SOURCE_ORTHOGRAPHIC	TOKENS_SOURCE	TOKENS	COMMENT	SOURCE
18303	PUS	pus	574	SanPedroySanPabloTeposcolula1600Mixtec	dacua	dacua	ⁿd a kʷ a	ⁿd a kʷ a	NA	swanton2021un-acercamiento
18304	DAY (24 HOURS)	día	1	SantiagoTlazoyaltepecMixtec	ⁿduu	ⁿduu	ⁿd u u	ⁿd u u	NA	josserand1983mixtec
18306	FEATHER	pluma	227	SantaCruzBravoMixtec	tnu̧mi̧	tnu̧mi̧	tⁿ ũ m ĩ	tⁿ u m i	NA	josserand1983mixtec
18307	TASTY	sabroso	755	SantiagoYosonduaMixtec	asu̧	asu̧	a s ũ	a s ũ	NA	josserand1983mixtec
18310	MAMEY	mamey	411	XayacatlanBravoMixtec	ⁿčika	ⁿčika	ⁿdʃ i k a	ⁿdʃ i k a	NA	josserand1983mixtec
18311	TASTY	sabroso	755	SanJorgeNuchitaMixtec	ʔahi	ʔahi	ʔ a h i	a h i	NA	josserand1983mixtec
18312	CAT	gato	91	XochapaMixtec	vilú	vilú	β i ³ l u ⁵	β i ³ l u ⁵	NA	stark2013diccionario
18313	SIX	seis	652	SantaMariaYucunicocoMixtec	ʔī̧ñú̧	ʔī̧ñú̧	ʔ ĩ ³ ɲ ũ ⁵	i ³ ɲ u ⁵	irregular tones, expected 1.1	josserand1983mixtec
18317	THORN	espina	764	SantaMariaZacatepecMixtec	i²ɲu²Ɂ	i²ɲu²ʔ	i ³ ɲ u ³ ʔ	i ³ ɲ u ³ ʔ	NA	swanton2021observaciones
18318	RAW	crudo	591	YucunaniMixtec	í'i	í'i	i ⁵ ʔ i ³	i ⁵ ʔ i ³	NA	salazar2020yucunani
18320	MAN	hombre	414	YucuquimiOcampoMixtec	ta¹a²	ta¹a²	t a ¹ a ³	t a ¹ a ³	NA	vazquez2017sandhi
18321	COTTON	algodón	157	YucuquimiOcampoMixtec	ka¹ʧi¹	ka¹ʧi¹	k a ¹ tʃ i ¹	k a ¹ tʃ i ¹	NA	swanton2021observaciones
18322	GRASSHOPPER	chapulín	9 300	SanMarcoslaFlorMixtec	tsikâ	ts-ikâ	ts + i ³ k a ⁵¹	ts + i ³ k a ⁵¹	NA	anonymous2020san-marcos
18323	EGG	huevo, blanquillo	204	SantiagoCacaloxtepecMixtec	ⁿdiƀi	ⁿdiƀi	ⁿd i β i	ⁿd i β i	NA	josserand1983mixtec
18325	FOAM	espuma	9 250	SanMiguelAchiutlaMixtec	ti-ʔi̧ñu̧	ti-ʔi̧ñu̧	t i + ʔ ĩ ɲ ũ	t i + ʔ i ɲ u	NA	josserand1983mixtec
18327	FEATHER	pluma	227	SantaMariaApazcoMixtec	tu̧mi̧	tu̧mi̧	t ũ m ĩ	t u m i	NA	josserand1983mixtec
18328	PLAIN	llanura, llano	535	SanMiguelChicahuaMixtec	žođo	žođo	ʒ o ð o	ʒ o ð o	NA	josserand1983mixtec
18329	WING	ala	853	SantaCatarinaEstetlaMixtec	ⁿdiši	ⁿdiši	ⁿd i ʃ i	ⁿd i ʃ i	NA	josserand1983mixtec
18330	RAIN (PRECIPITATION)	lluvia	586	SanMiguelElGrandeMixtec	saū	saū	s a ³ u ¹	s a ³ u ¹	NA	josserand1983mixtec
18332	OWNER	dueño, señor	485 512	AlcozaucaGuerreroMixtec	iš-toʔo	iš-toʔo	i ʃ + t o ʔ o	i ʃ + t o ʔ o	NA	josserand1983mixtec
18333	FLOWER	flor	246	SanMiguelElGrandeMixtec	ītā	ītā	i ³ t a ³	i ³ t a ³	irregular tones, expected 3.1	durr1987preliminary
18334	DEER	venado	164	SantaMariaHuazolotitlanMixtec	isu	isu	i s u	i s u	NA	josserand1983mixtec
18335	GOURD BOWL	jícara	291	SantiagoChazumbaMixtec	yaši̧	yaši̧	j ã ʃ ĩ	j ã ʃ ĩ	NA	josserand1983mixtec
18337	SCORPION	alacrán	9 635	SanAgustinChayucoMixtec	ti-su̧ʔma̧	ti-su̧ʔma̧	t i + s u ʔ m a	t i + s u ʔ m a	NA	josserand1983mixtec
18338	LOOSE	flojo/a (de cosa)	407	SanPedroJicayanMixtec	taya	taya	t a j a	t a j a	NA	josserand1983mixtec
18339	RAIN (PRECIPITATION)	lluvia	586	CahuatacheMixtec	(ko̠o̠)-sawi	sawi	s a w i	s a w i	NA	josserand1983mixtec
18340	FEATHER	pluma	227	SantaCruzItundujiaMixtec	tnu̧u̧	tnu̧u̧	tⁿ ũ ũ	tⁿ ũ ũ	NA	josserand1983mixtec
18341	NIGHT TIME	de noche	481	SantiagoIxtaltepecMixtec	ni̧ñu̧	ni̧ñu̧	n ĩ ɲ ũ	n i ɲ u	NA	josserand1983mixtec
18342	SMOKE (EXHAUST)	humo	682	ChalcatongoHidalgoMixtec	ɲu³Ɂma¹	ɲu³Ɂma¹	ɲ u ³ ʔ m a ¹	ɲ u ³ ʔ m a ¹	NA	swanton2021observaciones
18343	LAZY	flojo/a, perezoso/a	377	SantaMariaChigmecatitlanMixtec	đuš̭a̧	đuš̭a̧	ð u ɕ ã	ð u ʃ ã	NA	josserand1983mixtec
18344	EAR	oreja	194	SanAgustinTlacotepecMixtec	soʔo	soʔo	s o ʔ o	s o ʔ o	NA	josserand1983mixtec
18345	RIVER	río	607	SanPedroJocotipacMixtec	yuȼa	yuȼa	j u ts a	j u ts a	NA	josserand1983mixtec
18346	YESTERDAY	ayer	879	SantiagoIxtayutlaMixtec	iku	iku	i k u	i k u	NA	josserand1983mixtec
18349	TORTILLA	tortilla	789	SanJuanColoradoMixtec	xìtà	xìtà	ʃ i ¹ t a ¹	ʃ i ¹ t a ¹	NA	stark1986diccionario
18350	SALT	sal	624	CosoltepecMixtec	i̧i̧ⁿ	i̧i̧ⁿ	ĩ ĩ	ĩ ĩ	NA	josserand1983mixtec
18354	SNAKE	culebra	689	SanPedroMolinosMixtec	koo	koo	k o ¹ o ¹	k o ¹ o ¹	NA	josserand1983mixtec
18355	NOW OR TODAY	ahora, hoy	501	SanEstebanAtatlahucaMixtec	vijna	vijna	β i ³ n̥ a ³	β i ³ n̥ a ³	NA	alexander1980gramatica
18356	TOWN OR VILLAGE	pueblo	794	CuyamecalcoVillaZaragozaMixtec	ñu̧u̧	ñu̧u̧	ɲ ũ ũ	ɲ u ũ	NA	josserand1983mixtec
18358	FATHER	padre	220	ElJicaralMixtec	táta	táta	t a ⁵ t a ³	t a ⁵ t a ³	NA	martin2020diccionario
18359	BOX OR CHEST	caja	79	ElJicaralMixtec	xa̠tún	xa̠tún	ʃ a ¹ t ũ ⁵	ʃ a ¹ t ũ ⁵	NA	martin2020diccionario
18360	COMB	peine	136	SanJuanMixtepecMixtec	kʷìkà	kʷìkà	kʷ i ¹ k a ¹	kʷ i ¹ k a ¹	NA	durr1987preliminary
18362	DEW	rocío	167	SanMartinPerasMixtec	žužu	žužu	ʒ u ʒ u	ʒ u ʒ u	NA	josserand1983mixtec
18363	SQUIRREL	ardilla	698	SantaCatarinaMechoacanMixtec	kʷa̧ñu̧	kʷa̧ñu̧	kʷ ã ɲ ũ	kʷ a ɲ u	NA	josserand1983mixtec
18364	TASTY	sabroso	755	SanFranciscoSayultepecMixtec	asi̧	asi̧	a s ĩ	a s ĩ	NA	josserand1983mixtec
18366	NOSE	naríz	496	LaBateaMixtec	xìchǐ	xìchǐ	ʃ i ¹ tʃ i ¹⁵	ʃ i ¹ tʃ i ¹⁵	NA	ramirez2020vocabulario
18368	NECK	cuello	465	SanAntonioTepetlapaMixtec	suku̧	suku̧	s u k ũ	s u k ũ	NA	josserand1983mixtec
18370	WHITE	blanco	843	LaBateaMixtec	yaa	yaa	j a ³ a ³	j a ³ a ³	NA	ramirez2020vocabulario
18371	BROTHER (OF MAN)	hermano de hombre	84	SantiagoJuxtlahuacaMixtec	ña̧ni̧	ña̧ni̧	ɲ ã n ĩ	ɲ a n i	NA	josserand1983mixtec
18372	BLAME	culpa	61	SantiagoJamiltepecMixtec	kwātyi	kwātyi	kʷ a ³ tʲ i ¹	kʷ a ³ t i ¹	NA	johnson1988syntactic
18373	SWELLING	hinchazón	742	SanPedroAtoyacMixtec	ⁿdaa	ⁿdaa	kʷ ĩ ɲ ũ	kʷ i ɲ u	NA	josserand1983mixtec
18374	POST	horcón	387	SantiagoNuyooMixtec	sɨ̧̀ʔɨ̧̀	sɨ̧̀ʔɨ̧̀	s ɨ̃ ¹ ʔ ɨ̃ ⁵	s ɨ̃ ¹ ʔ ɨ̃ ⁵	NA	josserand1983mixtec
18375	HOUSE	casa	363	SanFranciscoSayultepecMixtec	weʔe	weʔe	w e ʔ e	w e ʔ e	NA	josserand1983mixtec
18377	WORD	palabra	863	SanPedroMolinosMixtec	tNu̧ʔu̧	tNu̧ʔu̧	tⁿ̥ ũ ʔ ũ	tⁿ ũ ʔ ũ	NA	josserand1983mixtec
18379	HORN (ANATOMY)	cuerno	350	SantiagoPinotepaNacionalMixtec	ⁿdiki	ⁿdiki	ⁿd i k i	ⁿd i k i	NA	josserand1983mixtec
18380	BITTER	amargo	51	SanMarcoslaFlorMixtec	òvà	òvà	o ¹ β a ¹	o ¹ β a ¹	NA	anonymous2020san-marcos
18381	CORN DOUGH	masa	142	SantaCatarinaTlaltempanMixtec	ñu̧sa̧	ñu̧sa̧	ɲ ũ s ã	ɲ u s ã	irregular, expected ɲuʃa	josserand1983mixtec
18382	SWELLING	hinchazón	742	IxpantepecNievesMixtec	kà-kʷi̧ñu̧	kʷi̧ñu̧	kʷ ĩ ɲ ũ	kʷ i ɲ u	irregular, expected o	josserand1983mixtec
18383	EAR	oreja	194	SanJuanTeitaMixtec	đoʔo	đoʔo	ð o ʔ o	ð o ʔ o	NA	josserand1983mixtec
18384	BIRD	pájaro	9 49	SanPedroYosonamaMixtec	tisaa	ti-saa	t i + s a a	t i + s a a	NA	gittlen2016gramatica
18385	HAWK	gavilán	323	SanSebastianTecomaxtlahuacaMixtec	ña̧a̧	ña̧a̧	ɲ ã ã	ɲ a ã	NA	josserand1983mixtec
18386	FEATHER	pluma	227	SantaMariaAcatepecMixtec	tu̧mi̧	tu̧mi̧	t ũ m ĩ	t u m i	NA	josserand1983mixtec
18387	SMALL (SINGULAR)	pequeño.SG	673	SanAgustinTlacotepecMixtec	luli	luli	l u l i	l u l i	NA	josserand1983mixtec
18388	CORN	maíz	141	SanMartinDuraznosMixtec	nùnì	nùnì	n u ¹ n i ¹	n u ¹ n i ¹	NA	hernandez2020san-martin
18389	SALTY	salado	628	SanAntonioTepetlapaMixtec	uʔwa	uʔwa	u ʔ w a	u ʔ w a	NA	josserand1983mixtec
18390	FISH	pescado	9 242	SanJuanCoatzospamMixtec	tsāká	ts-āká	ts + a ¹ k a ⁵	ts + a ¹ k a ⁵	NA	small1990syntactic
18391	TAIL	cola	635	SantaLuciaMonteverdeMixtec	su̧(ʔ)ma̧	su̧(ʔ)ma̧	s ũ ʔ m ã	s ũ ʔ m a	NA	josserand1983mixtec
18392	NOW OR TODAY	ahora, hoy	501	SantiagoPinotepaNacionalMixtec	ƀiti	ƀiti	β i t i	β i t i	NA	josserand1983mixtec
18393	SMOOTH	liso/a	660	SantoDomingoTonahuixtlaMixtec	ⁿǰiʔi	ⁿǰiʔi	ⁿdʃ i ʔ i	ⁿdʃ i ʔ i	NA	josserand1983mixtec
18395	NOW OR TODAY	ahora, hoy	501	SantosReyesTepejilloMixtec	ƀiči	ƀiči	β i tʃ i	β i tʃ i	NA	josserand1983mixtec
18396	SALT	sal	624	SanAndresYutatioMixtec	ñii̠	ñii̠	ɲ i ³ i ¹	ɲ i ³ i ¹	NA	williams2017diccionario
18397	NIGHT TIME	de noche	987 475 480	SantiagoTamazolaMixtec	ⁿdíθa-šikʷaa	ⁿdíθa-šikʷaa	ⁿd i ⁵ θ a + ʃ i + kʷ a a	ⁿd i ⁵ θ a + ʃ i + kʷ a a	NA	josserand1983mixtec
18399	FURROW	surco	273	SanMiguelAhuehuetitlanMixtec	čiči	čiči	tʃ i tʃ i	tʃ i tʃ i	NA	josserand1983mixtec
18400	TASSEL	espiga	707 751	SanMiguelAhuehuetitlanMixtec	tiko-žoko	tiko-žoko	t i k o + ʒ o k o	t i k o + ʒ o k o	NA	josserand1983mixtec
18403	HALF	mitad	314	SantiagoTilantongoMixtec	đawa	đawa	ð a w a	ð a w a	NA	josserand1983mixtec
18406	STONE OR ROCK	piedra	710	SanJeronimoXayacatlanMixtec	yùù	yùù	j u ¹ u ¹	j u ¹ u ¹	NA	durr1987preliminary
18407	IRON	fierro, metal	369	SanAgustinAtenangoMixtec	tū̧nì̧	tū̧nì̧	t ũ ³ n ĩ ¹	t u ³ n i ¹	NA	josserand1983mixtec
18410	SMALL (PLURAL)	pequeño.PL	668	SanJeronimoProgresoMixtec	válí	válí	β a ⁵ l i ⁵	β a ⁵ l i ⁵	NA	shields1988syntactic
18412	GOOD	bueno/a	286	SanJeronimoXayacatlanMixtec	ƀàʔā	ƀàʔā	β a ¹ ʔ a ³	β a ¹ ʔ a ³	NA	durr1987preliminary
18413	PRIEST	sacerdote	568	SanEstebanAtatlahucaMixtec	sutū	sutū	s u ³ t u ¹	s u ³ t u ¹	NA	alexander1980gramatica
18414	BONE	hueso	74	SanEstebanAtatlahucaMixtec	yɨquɨ	yɨquɨ	ʒ ɨ ³ k ɨ ³	ʒ ɨ ³ k ɨ ³	NA	alexander1980gramatica
18417	CORN DOUGH	masa	142	SantaMariaYolotepecMixtec	žuša̧	žuša̧	ʒ u ʃ ã	ʒ u ʃ ã	NA	josserand1983mixtec
18418	FEATHER	pluma	228	SantaAnaCuauhtemocMixtec	iđi	iđi	i ð i	i ð i	NA	josserand1983mixtec
18419	HERBACEOUS PLANT	hierba	332	SanLorenzoMixtec	yuku	yuku	j u k u	j u k u	NA	josserand1983mixtec
18421	EGG	huevo, blanquillo	204	TepejilloMixtec	ⁿsiwi	ⁿsiwi	ⁿs i w i	ⁿds i w i	NA	josserand1983mixtec
18422	TEN	diez	761	SanBartolomeYucuaneMixtec	uxi	uxi	u x i	u x i	NA	josserand1983mixtec
18423	GREEN BEAN	ejote	308	PiedraAzulMixtec	nchǐchî	nchǐchî	ⁿdʃ i ¹ tʃ i ⁵¹	ⁿdʃ i ¹ tʃ i ⁵¹	NA	mendoza2020vocabulario
18425	HALF	mitad	314	SantiagoTlazoyaltepecMixtec	đawa	đawa	ð a w a	ð a w a	NA	josserand1983mixtec
18427	WING	ala	853	SantaCruzBravoMixtec	ⁿdiši̧	ⁿdiši̧	ⁿd i ʃ ĩ	ⁿd i ʃ ĩ	NA	josserand1983mixtec
18428	LAZY	flojo/a, perezoso/a	379	SantiagoYosonduaMixtec	kuši	kuši	k u ʃ i	k u ʃ i	NA	josserand1983mixtec
18431	MEAT	carne	418	XayacatlanBravoMixtec	kū̧ñu̧	kū̧ñu̧	k ũ ³ ɲ ũ	k u ³ ɲ u	NA	josserand1983mixtec
18432	LAZY	flojo/a, perezoso/a	377	SanJorgeNuchitaMixtec	husa	husa	h u s a	h u s a	NA	josserand1983mixtec
18433	ROOSTER	gallo	615	XochapaMixtec	che'le	che'le	tʃ e ³ ʔ l e ³	tʃ e ³ ʔ l e ³	NA	stark2013diccionario
18434	EIGHT	ocho	207	SantaMariaYucunicocoMixtec	ʔù̧nà̧	ʔù̧nà̧	ʔ ũ ¹ n ã ¹	u ¹ n a ¹	NA	josserand1983mixtec
18435	ROPE	mecate	619	YoloxochitlMixtec	yo'³o⁴	yo'³o⁴	j o ³ ʔ o ⁵	j o ³ ʔ o ⁵	NA	amith2021recursos
18437	TEN	diez	761	SanBartoloSoyaltepecMixtec	uši	uši	u ʃ i	u ʃ i	NA	josserand1983mixtec
18439	SMOOTH	liso/a	660	YucunaniMixtec	ntiǐ	ntiǐ	ⁿd i ³ i ¹⁵	ⁿd i ³ i ¹⁵	NA	salazar2020yucunani
18440	NINE	nueve	490	SantaMariaZacatepecMixtec	īín	īín	i ³ ĩ ⁵	i ³ ĩ ⁵	NA	towne2011gramatica
18443	BEE	abeja	29	SanMarcoslaFlorMixtec	ñùjñǔ	ñùjñǔ	ɲ u ¹ h ɲ u ¹⁵	ɲ u ¹ h ɲ u ¹⁵	NA	anonymous2020san-marcos
18444	MAMEY	mamey	411 258	SantiagoCacaloxtepecMixtec	čika-saʔa	čika-saʔa	tʃ i k a + s a ʔ a	tʃ i k a + s a ʔ a	NA	josserand1983mixtec
18446	RED	rojo	595	SanMiguelAchiutlaMixtec	kʷaʔa	kʷaʔa	kʷ a ʔ a	kʷ a ʔ a	NA	josserand1983mixtec
18448	WING	ala	853	SantaMariaApazcoMixtec	ⁿǰiši	ⁿǰiši	ⁿdʃ i ʃ i	ⁿdʃ i ʃ i	NA	josserand1983mixtec
18453	PRIEST	sacerdote	568	AlcozaucaGuerreroMixtec	su¹tu¹	su¹tu¹	s u ¹ t u ¹	s u ¹ t u ¹	NA	mendoza-ruiz2016fonologia
18454	SQUIRREL	ardilla	698	SantaMariaHuazolotitlanMixtec	kʷa̧ñu̧	kʷa̧ñu̧	kʷ ã ɲ ũ	kʷ a ɲ u	NA	josserand1983mixtec
18455	BOX OR CHEST	caja	79	SantiagoChazumbaMixtec	satu̧	satu̧	s ã t ũ	s ã t ũ	NA	josserand1983mixtec
18458	UGLY	feo	812	SanPedroJicayanMixtec	kini̧-kaa	kini̧	k i n ĩ	k i n i	NA	josserand1983mixtec
18459	DEW	rocío	167	CahuatacheMixtec	yuyu	yuyu	j u j u	j u j u	NA	josserand1983mixtec
18460	WING	ala	9 854	SantaCruzItundujiaMixtec	tɨ-ⁿdixʸȩ	tɨ-ⁿdixʸȩ	t ɨ + ⁿd i xʲ ẽ	t ɨ + ⁿd i xʲ ẽ	NA	josserand1983mixtec
18461	HALF	mitad	314	SantiagoIxtaltepecMixtec	đawa	đawa	ð a w a	ð a w a	NA	josserand1983mixtec
18462	WORKING OR WORK	trabajo	870	SantiagoIxtaltepecMixtec	tʸu̧u̧	tʸu̧u̧	tʲ ũ ũ	tʲ ũ ũ	NA	josserand1983mixtec
18463	PLATE	plato	545	ChalcatongoHidalgoMixtec	koʔò	koʔò	k o ³ ʔ o ¹	k o ³ ʔ o ¹	NA	macaulay1996grammar
18464	UGLY	feo	819	SantaMariaChigmecatitlanMixtec	ni̧ʔya̧	ni̧ʔya̧	n ĩ ʔ j ã	n i ʔ j ã	NA	josserand1983mixtec
18465	FINGERNAIL	uña	237	SanAgustinTlacotepecMixtec	tNi̧i̧	tNi̧i̧	tⁿ̥ ĩ ĩ	tⁿ ĩ ĩ	NA	josserand1983mixtec
18466	YEAR	año	872	SantiagoIxtayutlaMixtec	kʷiya	kʷiya	kʷ i j a	kʷ i j a	NA	josserand1983mixtec
18469	FURROW	surco	272	SanJuanColoradoMixtec	yúcun	yúcun	j u ⁵ k ũ ³	j u ⁵ k ũ ³	NA	stark1986diccionario
18470	SQUASH	calabaza	570	CosoltepecMixtec	iki̧	iki̧	i k ĩ	i k ĩ	NA	josserand1983mixtec
18473	HOUSE	casa	363	CuyamecalcoVillaZaragozaMixtec	wiʔi	wiʔi	w i ʔ i	w i ʔ i	NA	josserand1983mixtec
18476	THREAD	hilo	768	ElJicaralMixtec	yu̠'va̠	yu̠'va̠	j u ¹ ʔ β a ¹	j u ¹ ʔ β a ¹	NA	martin2020diccionario
18479	CAT	gato	92	SantaCatarinaMechoacanMixtec	(čumi̧)	čumi̧	tʃ u m ĩ	tʃ u m i	NA	josserand1983mixtec
18480	HORN (ANATOMY)	cuerno	350	SantaCatarinaMechoacanMixtec	ⁿdɨkɨ	ⁿdɨkɨ	ⁿd ɨ k ɨ	ⁿd ɨ k ɨ	NA	josserand1983mixtec
18483	NECK	cuello	465	LaBateaMixtec	sùkǔ	sùkǔ	s u ¹ k u ¹⁵	s u ¹ k u ¹⁵	NA	ramirez2020vocabulario
18484	ANIMAL	animal	2	SantaMariaJicaltepecMixtec	kìtì	kìtì	k i ¹ t i ¹	k i ¹ t i ¹	NA	durr1987preliminary
18485	FINGERNAIL	uña	237	SanAntonioTepetlapaMixtec	ti̧ñi̧	ti̧ñi̧	t ĩ ɲ ĩ	t i ɲ i	NA	josserand1983mixtec
18487	ONE	uno	507	LaBateaMixtec	iin	iin	i ³ ĩ ³	i ³ ĩ ³	NA	ramirez2020vocabulario
18488	MAN	hombre	414	SantiagoJuxtlahuacaMixtec	tʸaa	tʸaa	tʲ a a	tʲ a a	NA	josserand1983mixtec
18489	WHEN	cuándo	840	SantiagoJamiltepecMixtec	ámá	ámá	a ⁵ m a ⁵	a ⁵ m a ⁵	irregular, expected 3.3	johnson1988syntactic
18490	BED	cama, lecho	26	SantiagoNuyooMixtec	ʔìtō	ʔìtō	ʔ i ¹ t o ³	i ¹ t o ³	NA	josserand1983mixtec
18492	BLAME	culpa	61	SanPedroMolinosMixtec	kʷeči	kʷeči	kʷ e tʃ i	kʷ e tʃ i	NA	josserand1983mixtec
18493	SMOOTH	liso/a	660	SanPedroTidaaMixtec	ⁿdiʔwi	ⁿdiʔwi	ⁿd i ʔ w i	ⁿd i ʔ w i	NA	josserand1983mixtec
18494	FEATHER	pluma	227	SantiagoPinotepaNacionalMixtec	tu̧mi̧	tu̧mi̧	t ũ m ĩ	t u m i	NA	josserand1983mixtec
18495	TASTY	sabroso	755	SanMarcoslaFlorMixtec	àsǐn	àsǐn	a ¹ s ĩ ¹⁵	a ¹ s ĩ ¹⁵	NA	anonymous2020san-marcos
18496	TORTILLA	tortilla	789	SantaCatarinaTlaltempanMixtec	đita	đita	ð i t a	ð i t a	NA	josserand1983mixtec
18497	NECK	cuello	465	SanJuanTeitaMixtec	đuku̧	đuku̧	ð u k ũ	ð u k ũ	NA	josserand1983mixtec
18498	MOUSE	ratón	444	SanPedroYosonamaMixtec	tniñi	tniñi	tⁿ i ɲ i	tⁿ i ɲ i	NA	gittlen2016gramatica
18499	WING	ala	853	SantaMariaAcatepecMixtec	ⁿdisi̧	ⁿdisi̧	ⁿd i s ĩ	ⁿd i s ĩ	NA	josserand1983mixtec
18500	GOOD	bueno/a	286	SanAgustinTlacotepecMixtec	ƀaʔa	ƀaʔa	β a ʔ a	β a ʔ a	NA	josserand1983mixtec
18501	CORN FIELD	milpa	145	SanMartinDuraznosMixtec	iti	iti	i ³ t i ³	i ³ t i ³	NA	hernandez2020san-martin
18502	SNAKE	culebra	689	SanJuanCoatzospamMixtec	kóō	kóō	k o ⁵ o ¹	k o ⁵ o ¹	NA	small1990syntactic
18503	NIGHT TIME	de noche	481 985	SantosReyesTepejilloMixtec	ni̧ñu̧-žaa	ni̧ñu̧-žaa	n ĩ ɲ ũ + ʒ a a	n i ɲ u + ʒ a a	NA	josserand1983mixtec
18504	SQUASH	calabaza	570	SanAndresYutatioMixtec	yíki̠	yíki̠	j i ⁵ k i ¹	j i ⁵ k i ¹	NA	williams2017diccionario
18505	DAY (24 HOURS)	día	163	SantiagoTamazolaMixtec	kivi	kivi	k i β i	k i β i	NA	josserand1983mixtec
18510	WORKING OR WORK	trabajo	870	SantiagoTilantongoMixtec	tnɨ̧u̧	tnɨ̧u̧	tⁿ ɨ̃ ũ	tⁿ ɨ̃ ũ	NA	josserand1983mixtec
18512	MUD	lodo	449	SanAgustinAtenangoMixtec	ⁿdeʔi	ⁿdeʔi	ⁿd e ʔ i	ⁿd e ʔ i	NA	josserand1983mixtec
18514	LONG (SINGULAR)	largo/a.SG	406	SanJeronimoProgresoMixtec	kānī	kānī	k a ³ n i ³	k a ³ n i ³	NA	shields1988syntactic
18516	FACE	cara	210	SanEstebanAtatlahucaMixtec	nuū	nuū	n u ³ u ¹	n u ³ u ¹	NA	alexander1980gramatica
18518	SUGAR CANE	caña	734	SantiagoTlazoyaltepecMixtec	ⁿdoo	ⁿdoo	ⁿd o o	ⁿd o o	NA	josserand1983mixtec
18519	WING	ala	853	SantaAnaCuauhtemocMixtec	ⁿdi̧xi̧	ⁿdi̧xi̧	ⁿd ĩ x ĩ	ⁿd ĩ x ĩ	NA	josserand1983mixtec
18520	MAGUEY	maguey	409	SanLorenzoMixtec	yawi	yawi	j a w i	j a w i	NA	josserand1983mixtec
18521	TOMATO	jitomate	9 775	TepejilloMixtec	si-na̧na̧	si-na̧na̧	s i + n ã n ã	s i + n a n a	NA	josserand1983mixtec
18522	FIFTEEN	quinze	234	SanBartolomeYucuaneMixtec	xa̧ʔu̧	xa̧ʔu̧	x ã ʔ ũ	x ã ʔ ũ	NA	josserand1983mixtec
18523	CHILI PEPPER	chile	107	PiedraAzulMixtec	ya'ǎ	ya'ǎ	j a ³ ʔ a ¹⁵	j a ³ ʔ a ¹⁵	NA	mendoza2020vocabulario
18524	URINE	orina	826	SanPedroySanPabloTeposcolula1600Mixtec	dzadza ~ dutadzadza ~ tadzadza	dzadza	ð a ð a	ð a ð a	NA	alvarado1962vocabulario
18528	TAIL	cola	635	SantaCruzBravoMixtec	su̧ʔma̧	su̧ʔma̧	s ũ ʔ m ã	s ũ ʔ m a	NA	josserand1983mixtec
18534	CHICKEN	pollo, gallina	35 99	XochapaMixtec	nduxí	nduxí	ⁿd u ³ ʃ i ⁵	ⁿd u ³ ʃ i ⁵	NA	stark2013diccionario
18535	FIFTEEN	quinze	234	SantaMariaYucunicocoMixtec	sʸà̧ʔù̧	sʸà̧ʔù̧	sʲ ã ¹ ʔ ũ ¹	s ã ¹ ʔ ũ ¹	NA	josserand1983mixtec
18536	HOLE	agujero, hoyo	341	YoloxochitlMixtec	ya³bi²	ya³bi²	j a ³ β i ²	j a ³ β i ²	NA	amith2021recursos
18538	FIFTEEN	quinze	234	SanBartoloSoyaltepecMixtec	sa̧ʔu̧	sa̧ʔu̧	s ã ʔ ũ	s ã ʔ ũ	NA	josserand1983mixtec
18539	CORN	maíz	141	SantaMariaZacatepecMixtec	nu²ni²¹ʔ	nu²ni²¹ʔ	n u ³ n i ³¹ ʔ	n u ³ n i ³¹ ʔ	NA	swanton2021observaciones
18540	SLOW	despacio	662	YucunaniMixtec	kuéen	kuéen	kʷ e ⁵ ẽ ³	kʷ e ⁵ ẽ ³	NA	salazar2020yucunani
18541	TEN	diez	761	SantaMariaZacatepecMixtec	uchi	uchi	u tʃ i	u tʃ i	NA	towne2011gramatica
18544	YELLOW	amarillo	876	SanMiguelAchiutlaMixtec	kʷa̧a̧	kʷa̧a̧	kʷ ã ã	kʷ ã ã	NA	josserand1983mixtec
18546	COTTON	algodón	157	SanMiguelChicahuaMixtec	kači	kači	k a tʃ i	k a tʃ i	NA	josserand1983mixtec
18547	DEW	rocío	167	SanMiguelElGrandeMixtec	žužu	žužu	ʒ u ʒ u	ʒ u ʒ u	NA	josserand1983mixtec
18549	CAT	gato	92	SantaMariaHuazolotitlanMixtec	(čumi̧)	čumi̧	tʃ u m ĩ	tʃ u m i	NA	josserand1983mixtec
18550	THREAD	hilo	768	SantiagoChazumbaMixtec	yuʔa	yuʔa	j u ʔ a	j u ʔ a	NA	josserand1983mixtec
18552	COCKROACH	cucaracha	9 59	SanAgustinChayucoMixtec	ti-tʸeʔe	ti-tʸeʔe	t i + tʲ e ʔ e	t i + t e ʔ e	NA	josserand1983mixtec
18553	BEE	abeja	29	SanAgustinChayucoMixtec	ñuñu	ñuñu	ɲ u ɲ u	ɲ u ɲ u	NA	pensinger1974diccionario
18554	NEAR	cerca	459	SanPedroJicayanMixtec	yati̧	yati̧	j a t ĩ	j a t ĩ	NA	josserand1983mixtec
18555	PLAIN	llanura, llano	535	CahuatacheMixtec	yoso	yoso	j o s o	j o s o	NA	josserand1983mixtec
